Table Name,Table Description,Column Name,Column Description,Data Element,Checktable,Datatype,Length,Decimals,Table Description Short,Column Description Short
EKPO,Purchasing Document Item,AUREL,Relevant to Allocation Table,AUREL,,CHAR,1,0,Purchasing Document Item,relevant_to_allocation_ta
EKPO,Purchasing Document Item,BSGRU,Reason for Ordering,BSGRU,TBSG,CHAR,3,0,Purchasing Document Item,reason_for_ordering
EKPO,Purchasing Document Item,LFRET,Delivery Type for Returns to Vendors,LFRET,TVLK,CHAR,4,0,Purchasing Document Item,delivery_type_for_returns
EKPO,Purchasing Document Item,MFRGR,Material freight group,MFRGR,TMFG,CHAR,8,0,Purchasing Document Item,material_freight_group
EKPO,Purchasing Document Item,NRFHG,Material qualifies for discount in kind,NRFHG,,CHAR,1,0,Purchasing Document Item,material_qualifies_for_di
EKPO,Purchasing Document Item,J_1BNBM,Brazilian NCM Code,J_1BNBMCO1,T604F,CHAR,16,0,Purchasing Document Item,brazilian_ncm_code
EKPO,Purchasing Document Item,J_1BMATUSE,Usage of the material,J_1BMATUSE,,CHAR,1,0,Purchasing Document Item,usage_of_the_material
EKPO,Purchasing Document Item,J_1BMATORG,Origin of the material,J_1BMATORG,,CHAR,1,0,Purchasing Document Item,origin_of_the_material
EKPO,Purchasing Document Item,J_1BOWNPRO,Produced in-house,J_1BOWNPRO,,CHAR,1,0,Purchasing Document Item,produced_in_house
EKPO,Purchasing Document Item,J_1BINDUST,Material CFOP category,J_1BINDUS3,,CHAR,2,0,Purchasing Document Item,material_cfop_category
EKPO,Purchasing Document Item,ABUEB,Release Creation Profile,ABUEB,T163P,CHAR,4,0,Purchasing Document Item,release_creation_profile
EKPO,Purchasing Document Item,NLABD,Next Forecast Delivery Schedule Transmission,NLABD,,DATS,8,0,Purchasing Document Item,next_forecast_delivery_sc
EKPO,Purchasing Document Item,NFABD,Next JIT Delivery Schedule Transmission,NFABD,,DATS,8,0,Purchasing Document Item,next_jit_delivery_schedul
EKPO,Purchasing Document Item,KZBWS,Valuation of Special Stock,KZBWS,,CHAR,1,0,Purchasing Document Item,valuation_of_special_stoc
EKPO,Purchasing Document Item,BONBA,Rebate basis 1,BONBA,,CURR,13,2,Purchasing Document Item,rebate_basis_1
EKPO,Purchasing Document Item,FABKZ,Indicator: Item Relevant to JIT Delivery Schedules,FABKZ,,CHAR,1,0,Purchasing Document Item,indicator_item_relevant_t
EKPO,Purchasing Document Item,J_1AINDXP,Inflation Index,J_1AINDXP,J_1AINFT20,CHAR,5,0,Purchasing Document Item,inflation_index
EKPO,Purchasing Document Item,J_1AIDATEP,Inflation Index Date,J_1AIDATEP,,DATS,8,0,Purchasing Document Item,inflation_index_date
EKPO,Purchasing Document Item,MPROF,Manufacturer Part Profile,MPROF,,CHAR,4,0,Purchasing Document Item,manufacturer_part_profile
EKPO,Purchasing Document Item,EGLKZ,"""Outward Delivery Completed"" Indicator",EGLKZ,,CHAR,1,0,Purchasing Document Item,"""outward_delivery_complet"
EKPO,Purchasing Document Item,KZTLF,Partial Delivery at Item Level (Stock Transfer),KZTUL,,CHAR,1,0,Purchasing Document Item,partial_delivery_at_item_
EKPO,Purchasing Document Item,KZFME,Units of measure usage,KZWSO,,CHAR,1,0,Purchasing Document Item,units_of_measure_usage
EKPO,Purchasing Document Item,RDPRF,Rounding Profile,RDPRF,RDPR,CHAR,4,0,Purchasing Document Item,rounding_profile
EKPO,Purchasing Document Item,TECHS,Parameter Variant/Standard Variant,TECHS,,CHAR,12,0,Purchasing Document Item,parameter_variant_standar
EKPO,Purchasing Document Item,CHG_SRV,Configuration changed,CHG_SRV,,CHAR,1,0,Purchasing Document Item,configuration_changed
EKPO,Purchasing Document Item,CHG_FPLNR,No invoice for this item although not free of charge,CHG_FPLNR,,CHAR,1,0,Purchasing Document Item,no_invoice_for_this_item_
EKPO,Purchasing Document Item,MFRPN,Manufacturer Part Number,MFRPN,,CHAR,40,0,Purchasing Document Item,manufacturer_part_number
EKPO,Purchasing Document Item,MFRNR,Number of a Manufacturer,MFRNR,LFA1,CHAR,10,0,Purchasing Document Item,number_of_a_manufacturer
EKPO,Purchasing Document Item,EMNFR,External manufacturer code name or number,EMNFR,,CHAR,10,0,Purchasing Document Item,external_manufacturer_cod
EKPO,Purchasing Document Item,NOVET,Item blocked for SD delivery,NOVET,,CHAR,1,0,Purchasing Document Item,item_blocked_for_sd_deliv
EKPO,Purchasing Document Item,AFNAM,Name of Requisitioner/Requester,AFNAM,,CHAR,12,0,Purchasing Document Item,name_of_requisitioner_req
EKPO,Purchasing Document Item,TZONRC,Time zone of recipient location,TSEGZONREC,,CHAR,6,0,Purchasing Document Item,time_zone_of_recipient_lo
EKPO,Purchasing Document Item,IPRKZ,Period Indicator for Shelf Life Expiration Date,DATTP,,CHAR,1,0,Purchasing Document Item,period_indicator_for_shel
EKPO,Purchasing Document Item,LEBRE,Indicator for Service-Based Invoice Verification,LEBRE,,CHAR,1,0,Purchasing Document Item,indicator_for_service_bas
EKPO,Purchasing Document Item,BERID,MRP Area,BERID,MDLV,CHAR,10,0,Purchasing Document Item,mrp_area
EKPO,Purchasing Document Item,XCONDITIONS,Conditions for item although no invoice,XCONDITIONS,,CHAR,1,0,Purchasing Document Item,conditions_for_item_altho
EKPO,Purchasing Document Item,APOMS,APO as Planning System,APOMS,,CHAR,1,0,Purchasing Document Item,apo_as_planning_system
EKPO,Purchasing Document Item,CCOMP,Posting Logic in the Case of Stock Transfers,MMPUR_CCOMP,,CHAR,1,0,Purchasing Document Item,posting_logic_in_the_case
EKPO,Purchasing Document Item,GRANT_NBR,Grant,GM_GRANT_NBR,,CHAR,20,0,Purchasing Document Item,grant
EKPO,Purchasing Document Item,FKBER,Functional Area,FKBER,,CHAR,16,0,Purchasing Document Item,functional_area
EKPO,Purchasing Document Item,STATUS,Status of Purchasing Document Item,EPSTATU,,CHAR,1,0,Purchasing Document Item,status_of_purchasing_docu
EKPO,Purchasing Document Item,RESLO,Issuing Storage Location for Stock Transport Order,RESLO,T001L,CHAR,4,0,Purchasing Document Item,issuing_storage_location_
EKPO,Purchasing Document Item,KBLNR,Document Number for Earmarked Funds,KBLNR,,CHAR,10,0,Purchasing Document Item,document_number_for_earma
EKPO,Purchasing Document Item,KBLPOS,Earmarked Funds: Document Item,KBLPOS,,NUMC,3,0,Purchasing Document Item,earmarked_funds_document_
EKPO,Purchasing Document Item,WEORA,Acceptance At Origin,WEORA,,CHAR,1,0,Purchasing Document Item,acceptance_at_origin
EKPO,Purchasing Document Item,SRV_BAS_COM,Service-Based Commitment,SRV_BAS_COM,,CHAR,1,0,Purchasing Document Item,service_based_commitment
EKPO,Purchasing Document Item,PRIO_URG,Requirement Urgency,PRIO_URG,PURG,NUMC,2,0,Purchasing Document Item,requirement_urgency
EKPO,Purchasing Document Item,PRIO_REQ,Requirement Priority,PRIO_REQ,PREQ,NUMC,3,0,Purchasing Document Item,requirement_priority
EKPO,Purchasing Document Item,EMPST,Receiving point,EMPST,,CHAR,25,0,Purchasing Document Item,receiving_point
EKPO,Purchasing Document Item,DIFF_INVOICE,Differential Invoicing,DIFF_INVOICE,,CHAR,2,0,Purchasing Document Item,differential_invoicing
EKPO,Purchasing Document Item,TRMRISK_RELEVANT,Risk Relevancy in Purchasing,PUR_TRM_RISK_RELEVANCY,,CHAR,2,0,Purchasing Document Item,risk_relevancy_in_purchas
EKPO,Purchasing Document Item,SPE_ABGRU,Reason for rejection of quotations and sales orders,ABGRU,,CHAR,2,0,Purchasing Document Item,reason_for_rejection_of_q
EKPO,Purchasing Document Item,SPE_CRM_SO,CRM Sales Order Number for TPOP Process,/SPE/VBELN_CRM,,CHAR,10,0,Purchasing Document Item,crm_sales_order_number_fo
EKPO,Purchasing Document Item,SPE_CRM_SO_ITEM,CRM Sales Order Item Number in TPOP Process,/SPE/POSNR_CRM,,NUMC,6,0,Purchasing Document Item,crm_sales_order_item_numb
EKPO,Purchasing Document Item,SPE_CRM_REF_SO,CRM Reference Order Number for TPOP Process,/SPE/REF_VBELN_CRM,,CHAR,35,0,Purchasing Document Item,crm_reference_order_numbe
EKPO,Purchasing Document Item,SPE_CRM_REF_ITEM,CRM Reference Sales Order Item Number in TPOP Process,/SPE/REF_POSNR_CRM,,CHAR,6,0,Purchasing Document Item,crm_reference_sales_order
EKPO,Purchasing Document Item,SPE_CRM_FKREL,Billing Relevance CRM,/SPE/FKREL_CRM,,CHAR,1,0,Purchasing Document Item,billing_relevance_crm
EKPO,Purchasing Document Item,SPE_CHNG_SYS,Last Changer's System Type,/SPE/INB_CHNG_SYS,,CHAR,1,0,Purchasing Document Item,last_changer's_system_typ
EKPO,Purchasing Document Item,SPE_INSMK_SRC,Stock Type of Source Storage Location in STO,/SPE/INSMK_SRC,,CHAR,1,0,Purchasing Document Item,stock_type_of_source_stor
EKPO,Purchasing Document Item,SPE_CQ_CTRLTYPE,CQ Control Type,/SPE/CQ_CONTROL_TYPE,,CHAR,1,0,Purchasing Document Item,cq_control_type
EKPO,Purchasing Document Item,SPE_CQ_NOCQ,No Transmission of Cumulative Quantities in SA Release,/SPE/CQ_NOCQ,,CHAR,1,0,Purchasing Document Item,no_transmission_of_cumula
EKPO,Purchasing Document Item,REASON_CODE,Goods Receipt Reason Code,/SAPPSPRO/_GR_REASON_CODE,,CHAR,4,0,Purchasing Document Item,goods_receipt_reason_code
EKPO,Purchasing Document Item,CQU_SAR,Cumulative Goods Receipts from Redirected Purchase Orders,CQU_SAR,,QUAN,15,3,Purchasing Document Item,cumulative_goods_receipts
EKPO,Purchasing Document Item,ANZSN,Number of serial numbers,ANZSN,,INT4,10,0,Purchasing Document Item,number_of_serial_numbers
EKPO,Purchasing Document Item,SPE_EWM_DTC,EWM Delivery Based Tolerance Check,/SPE/EWM_DTC,,CHAR,1,0,Purchasing Document Item,ewm_delivery_based_tolera
EKPO,Purchasing Document Item,EXLIN,Item Number Length,EXLIN,,CHAR,40,0,Purchasing Document Item,item_number_length
EKPO,Purchasing Document Item,EXSNR,External Sorting,EXSNR,,NUMC,5,0,Purchasing Document Item,external_sorting
EKPO,Purchasing Document Item,EHTYP,External Hierarchy Category,EHTYP,TMSRM_EHTYP,CHAR,4,0,Purchasing Document Item,external_hierarchy_catego
EKPO,Purchasing Document Item,RETPC,Retention in Percent,RETPZ,,DEC,5,2,Purchasing Document Item,retention_in_percent
EKPO,Purchasing Document Item,DPTYP,Down Payment Indicator,ME_DPTYP,,CHAR,4,0,Purchasing Document Item,down_payment_indicator
EKPO,Purchasing Document Item,DPPCT,Down Payment Percentage,ME_DPPCNT,,DEC,5,2,Purchasing Document Item,down_payment_percentage
EKPO,Purchasing Document Item,DPAMT,Down Payment Amount in Document Currency,ME_DPAMNT,,CURR,11,2,Purchasing Document Item,down_payment_amount_in_do
EKPO,Purchasing Document Item,DPDAT,Due Date for Down Payment,ME_DPDDAT,,DATS,8,0,Purchasing Document Item,due_date_for_down_payment
EKPO,Purchasing Document Item,FLS_RSTO,Store Return with Inbound and Outbound Delivery,FLS_RSTO,,CHAR,1,0,Purchasing Document Item,store_return_with_inbound
EKPO,Purchasing Document Item,EXT_RFX_NUMBER,Document Number of External Document,ME_PUR_EXT_DOC_ID,,CHAR,35,0,Purchasing Document Item,document_number_of_extern
EKPO,Purchasing Document Item,EXT_RFX_ITEM,Item Number of External Document,ME_PUR_EXT_DOC_ITEM_ID,,CHAR,10,0,Purchasing Document Item,item_number_of_external_d
EKPO,Purchasing Document Item,EXT_RFX_SYSTEM,Logical System,LOGSYSTEM,,CHAR,10,0,Purchasing Document Item,logical_system
EKPO,Purchasing Document Item,SRM_CONTRACT_ID,Central Contract,SRM_CONTRACT_ID,,CHAR,10,0,Purchasing Document Item,central_contract
EKPO,Purchasing Document Item,SRM_CONTRACT_ITM,Central Contract Item Number,SRM_CONTRACT_ITEM,,NUMC,10,0,Purchasing Document Item,central_contract_item_num
EKPO,Purchasing Document Item,BLK_REASON_ID,Blocking Reason - ID,BLK_REASON_ID,,CHAR,4,0,Purchasing Document Item,blocking_reason___id
EKPO,Purchasing Document Item,BLK_REASON_TXT,Blocking Reason - Text,BLK_REASON_TXT,,CHAR,40,0,Purchasing Document Item,blocking_reason___text
EKPO,Purchasing Document Item,ITCONS,Real-Time Consumption Posting of Subcontracting Components,ME_IR_CO_ORDER,,CHAR,1,0,Purchasing Document Item,real_time_consumption_pos
EKPO,Purchasing Document Item,FIXMG,Delivery Date and Quantity Fixed,ME_FIXMG,,CHAR,1,0,Purchasing Document Item,delivery_date_and_quantit
EKPO,Purchasing Document Item,WABWE,Indicator for GI-based goods receipt,WABWE,,CHAR,1,0,Purchasing Document Item,indicator_for_gi_based_go
EKPO,Purchasing Document Item,TC_AUT_DET,Tax Code Automatically Determined,J_1BTC_AUT_DET,,CHAR,2,0,Purchasing Document Item,tax_code_automatically_de
EKPO,Purchasing Document Item,MANUAL_TC_REASON,Manual Tax Code Reason,J_1BMANUAL_TC_REASON,,CHAR,2,0,Purchasing Document Item,manual_tax_code_reason
EKPO,Purchasing Document Item,FISCAL_INCENTIVE,Tax Incentive Type,J_1BFISCAL_INCENTIVE_CODE,,CHAR,4,0,Purchasing Document Item,tax_incentive_type
EKPO,Purchasing Document Item,TAX_SUBJECT_ST,Tax Subject to Substitui��o Tribut�ria,J_1BTC_TAX_SUBJECT_ST,,CHAR,1,0,Purchasing Document Item,tax_subject_to_substitui�
EKPO,Purchasing Document Item,FISCAL_INCENTIVE_ID,Incentive ID,J_1BFISCAL_INCENTIVE_ID,,CHAR,4,0,Purchasing Document Item,incentive_id
EKPO,Purchasing Document Item,/BEV1/NEGEN_ITEM,Indicator: Item Is Generated,/BEV1/NEGEN_ITEM_FLAG,,CHAR,1,0,Purchasing Document Item,indicator_item_is_generat
EKPO,Purchasing Document Item,/BEV1/NEDEPFREE,Indicator: Dependent Items Are Free of Charge,/BEV1/NEDEPFREE,,CHAR,1,0,Purchasing Document Item,indicator_dependent_items
EKPO,Purchasing Document Item,/BEV1/NESTRUCCAT,Structure Category for Material Relationship,/BEV1/NESTRUC_CAT,,CHAR,1,0,Purchasing Document Item,structure_category_for_ma
EKPO,Purchasing Document Item,/CWM/WABWE,Indicator for GI-based goods receipt,WABWE,,CHAR,1,0,Purchasing Document Item,indicator_for_gi_based_go
EKPO,Purchasing Document Item,ADVCODE,Advice Code,/ISDFPS/ADVCODE,,CHAR,2,0,Purchasing Document Item,advice_code
EKPO,Purchasing Document Item,BUDGET_PD,FM: Budget Period,FM_BUDGET_PERIOD,,CHAR,10,0,Purchasing Document Item,fm_budget_period
EKPO,Purchasing Document Item,EXCPE,Acceptance Period,EXCPE,,NUMC,2,0,Purchasing Document Item,acceptance_period
EKPO,Purchasing Document Item,IUID_RELEVANT,IUID-Relevant,IUID_RELEVANT,,CHAR,1,0,Purchasing Document Item,iuid_relevant
EKPO,Purchasing Document Item,MRPIND,Max. Retail Price Relevant,J_1IRMRPIND,,CHAR,1,0,Purchasing Document Item,max_retail_price_relevant
EKPO,Purchasing Document Item,OIPIPEVAL,"Validation indicator for pipeline fields (X=ON, blank=OFF)",OID_PIPEV,,CHAR,1,0,Purchasing Document Item,validation_indicator_for_
EKPO,Purchasing Document Item,OIC_LIFNR,Account Number of Vendor or Creditor,LIFNR,LFA1,CHAR,10,0,Purchasing Document Item,account_number_of_vendor_
EKPO,Purchasing Document Item,OIC_DCITYC,Destination city code,OIC_DCITYC,T005G,CHAR,4,0,Purchasing Document Item,destination_city_code
EKPO,Purchasing Document Item,OIC_DCOUNC,Destination county code,OIC_DCOUNC,T005E,CHAR,3,0,Purchasing Document Item,destination_county_code
EKPO,Purchasing Document Item,OIC_DREGIO,Destination region,OIC_DREGIO,T005S,CHAR,3,0,Purchasing Document Item,destination_region
EKPO,Purchasing Document Item,OIC_DLAND1,Destination country,OIC_DLAND1,T005,CHAR,3,0,Purchasing Document Item,destination_country
EKPO,Purchasing Document Item,OIC_OCITYC,Origin city code,OIC_OCITYC,T005G,CHAR,4,0,Purchasing Document Item,origin_city_code
EKPO,Purchasing Document Item,OIC_OCOUNC,Origin county code,OIC_OCOUNC,T005E,CHAR,3,0,Purchasing Document Item,origin_county_code
EKPO,Purchasing Document Item,OIC_OREGIO,Origin region,OIC_OREGIO,T005S,CHAR,3,0,Purchasing Document Item,origin_region
EKPO,Purchasing Document Item,OIC_OLAND1,Origin country,OIC_OLAND1,T005,CHAR,3,0,Purchasing Document Item,origin_country
EKPO,Purchasing Document Item,OIC_PORGIN,Tax origin,OIC_PORGIN,,CHAR,15,0,Purchasing Document Item,tax_origin
EKPO,Purchasing Document Item,OIC_PDESTN,Tax destination,OIC_PDESTN,,CHAR,15,0,Purchasing Document Item,tax_destination
EKPO,Purchasing Document Item,OIC_PTRIP,Pipeline trip number (external),OIC_PTRIP,,CHAR,16,0,Purchasing Document Item,pipeline_trip_number__ext
EKPO,Purchasing Document Item,OIC_PBATCH,Pipeline operator�s external batch number,OIC_PBATCH,,CHAR,16,0,Purchasing Document Item,pipeline_operator�s_exter
EKPO,Purchasing Document Item,OIC_MOT,IS-OIL MAP external details mode of transport,OIC_MOT,TVTR,CHAR,2,0,Purchasing Document Item,is_oil_map_external_detai
EKPO,Purchasing Document Item,OIC_AORGIN,Alternate origin,OIC_AORGIN,,CHAR,15,0,Purchasing Document Item,alternate_origin
EKPO,Purchasing Document Item,OIC_ADESTN,Alternate destination,OIC_ADESTN,,CHAR,15,0,Purchasing Document Item,alternate_destination
EKPO,Purchasing Document Item,OIC_TRUCKN,Truck number,OIC_TRUCKN,,CHAR,10,0,Purchasing Document Item,truck_number
EKPO,Purchasing Document Item,OIA_BASELO,Base location,OIA_BASELO,,CHAR,15,0,Purchasing Document Item,base_location
EKPO,Purchasing Document Item,OITAXFROM,Excise duty tax key for 'from' location,OIH_TAXFRO,OIH4,CHAR,2,0,Purchasing Document Item,excise_duty_tax_key_for_'
EKPO,Purchasing Document Item,OIHANTYP,Excise Duty Handling Type,OIH_HANTYP,OIH5,CHAR,2,0,Purchasing Document Item,excise_duty_handling_type
EKPO,Purchasing Document Item,OIPRICIE,ED pricing: external (indicator),OIH_PRICIE,,CHAR,1,0,Purchasing Document Item,ed_pricing_external__indi
EKPO,Purchasing Document Item,OITAXTO,Excise duty tax key for 'to' location,OIH_TAXTO,OIH4,CHAR,2,0,Purchasing Document Item,excise_duty_tax_key_for_'
EKPO,Purchasing Document Item,OITAXCON,Excise duty tax from pricing conditions,OIH_TAXCON,,CURR,13,2,Purchasing Document Item,excise_duty_tax_from_pric
EKPO,Purchasing Document Item,OITAXGRP,Excise Duty Group,OIH_TAXGRP,OIH2,CHAR,2,0,Purchasing Document Item,excise_duty_group
EKPO,Purchasing Document Item,OIOILCON,Oil content in a material as a percentage,OIH_OILCON,,DEC,5,2,Purchasing Document Item,oil_content_in_a_material
EKPO,Purchasing Document Item,OIINEX,Code for internal or external excise duty rate determination,OIH_INEX,OIH16,CHAR,2,0,Purchasing Document Item,code_for_internal_or_exte
EKPO,Purchasing Document Item,OIEXGNUM,Exchange agreement number,OIA_EXGNUM,,CHAR,10,0,Purchasing Document Item,exchange_agreement_number
EKPO,Purchasing Document Item,OIEXGTYP,Exchange type,OIA_EXGTYP,TOIA2,CHAR,4,0,Purchasing Document Item,exchange_type
EKPO,Purchasing Document Item,OIFEETOT,Fee total,OIA_FEETOT,,CURR,13,2,Purchasing Document Item,fee_total
EKPO,Purchasing Document Item,OIFEEDT,Fee pricing condition date,OIA_FEEDT,,DATS,8,0,Purchasing Document Item,fee_pricing_condition_dat
EKPO,Purchasing Document Item,OINETCYC,Netting cycle (FI blocking indicator),OIA_NETCYC,T008,CHAR,1,0,Purchasing Document Item,netting_cycle__fi_blockin
EKPO,Purchasing Document Item,OIFERP,Fee repricing indicator,OIA_FERP,,CHAR,1,0,Purchasing Document Item,fee_repricing_indicator
EKPO,Purchasing Document Item,OIFEECH,Fee edit control,OIA_FEECH,,CHAR,1,0,Purchasing Document Item,fee_edit_control
EKPO,Purchasing Document Item,OIA_IPMVAT,VAT on internally-posted material,OIA_IPMVAT,,CHAR,1,0,Purchasing Document Item,vat_on_internally_posted_
EKPO,Purchasing Document Item,OIA_SPLTIV,Indicator for split invoice verification,OIA_SPLTIV,,CHAR,1,0,Purchasing Document Item,indicator_for_split_invoi
EKPO,Purchasing Document Item,OIVATH,Amount in Local Currency,DMBTR,,CURR,13,2,Purchasing Document Item,amount_in_local_currency
EKPO,Purchasing Document Item,OIVATF,Amount in document currency,WRBTR,,CURR,13,2,Purchasing Document Item,amount_in_document_curren
EKPO,Purchasing Document Item,OISBREL,Sub product/ base product relevence indicator,OIA_SBREL,,NUMC,3,0,Purchasing Document Item,sub_product__base_product
